player_id,player_display_name,position,season,recent_team,games,racr,target_share,air_yards_share,wopr,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_fumbles_per_game,receiving_air_yards_per_game,receiving_yards_after_catch_per_game,receiving_first_downs_per_game,receiving_epa_per_game,fantasy_points_ppr_per_game,fantasy_points_ppr_per_game_next_year
00-0033080,Seth DeValve,TE,2016,CLE,8,1.26,0.02,0.02,0.05,1.25,1.5,15.88,0.25,0.0,12.62,5.5,0.88,0.61,4.34,4.78
00-0033080,Seth DeValve,TE,2017,CLE,16,0.79,0.1,0.1,0.22,2.06,3.62,24.69,0.06,0.06,31.31,10.69,1.12,-0.23,4.78,
00-0033090,Hunter Henry,TE,2016,LAC,13,1.03,0.09,0.09,0.21,2.77,4.08,36.77,0.62,0.08,35.54,14.92,2.31,2.67,9.98,10.58
00-0033090,Hunter Henry,TE,2017,LAC,12,1.08,0.11,0.11,0.24,3.75,5.17,48.25,0.33,0.0,44.5,18.42,2.67,3.24,10.58,12.52
00-0033090,Hunter Henry,TE,2019,LAC,12,0.84,0.13,0.15,0.31,4.58,6.33,54.33,0.42,0.08,64.92,13.25,3.0,2.04,12.52,10.38
00-0033090,Hunter Henry,TE,2020,LAC,14,0.83,0.15,0.16,0.34,4.29,6.64,43.79,0.29,0.0,52.93,16.14,2.5,1.3,10.38,10.27
00-0033090,Hunter Henry,TE,2021,NE,16,0.83,0.14,0.17,0.33,3.12,4.69,37.69,0.56,0.0,45.38,9.0,2.12,2.15,10.27,6.49
00-0033090,Hunter Henry,TE,2022,NE,16,1.12,0.11,0.11,0.25,2.56,3.69,31.81,0.12,0.0,28.38,12.69,1.44,0.85,6.49,9.22
00-0033090,Hunter Henry,TE,2023,NE,13,0.78,0.11,0.13,0.26,3.23,4.69,32.23,0.46,0.08,41.38,6.0,2.23,1.42,9.22,9.09
00-0033090,Hunter Henry,TE,2024,NE,16,0.99,0.19,0.18,0.42,4.12,6.06,42.12,0.12,0.0,42.62,16.75,2.5,1.51,9.09,
00-0033110,Tyler Higbee,TE,2016,LA,12,0.42,0.05,0.05,0.12,0.92,2.42,7.08,0.08,0.0,16.92,2.17,0.25,-1.35,2.12,4.32
00-0033110,Tyler Higbee,TE,2017,LA,14,0.61,0.09,0.12,0.22,1.79,3.21,21.07,0.07,0.0,34.43,5.5,0.86,0.09,4.32,4.66
00-0033110,Tyler Higbee,TE,2018,LA,14,1.28,0.06,0.05,0.13,1.71,2.43,20.86,0.14,0.07,16.36,9.79,1.14,1.34,4.66,11.46
00-0033110,Tyler Higbee,TE,2019,LA,14,1.24,0.15,0.12,0.3,4.93,6.36,52.43,0.21,0.0,42.21,27.86,2.57,2.05,11.46,8.55
00-0033110,Tyler Higbee,TE,2020,LA,15,1.09,0.11,0.12,0.25,2.93,4.0,34.73,0.33,0.0,31.93,15.87,1.8,2.35,8.55,9.8
00-0033110,Tyler Higbee,TE,2021,LA,15,1.22,0.14,0.09,0.27,4.07,5.67,37.33,0.33,0.07,30.53,18.33,2.2,0.27,9.8,9.5
00-0033110,Tyler Higbee,TE,2022,LA,16,1.9,0.21,0.09,0.38,4.5,6.75,38.75,0.19,0.0,20.44,25.25,2.0,0.31,9.5,7.23
00-0033110,Tyler Higbee,TE,2023,LA,15,1.22,0.13,0.09,0.25,3.13,4.67,33.0,0.13,0.0,27.07,16.4,1.73,1.25,7.23,
00-0033217,Mo Alie-Cox,TE,2018,IND,8,0.88,0.02,0.03,0.05,0.88,1.62,16.62,0.25,0.0,19.0,6.25,0.75,0.35,4.04,1.73
00-0033217,Mo Alie-Cox,TE,2019,IND,10,1.94,0.02,0.01,0.04,0.8,1.1,9.3,0.0,0.0,4.8,6.0,0.5,0.51,1.73,5.74
00-0033217,Mo Alie-Cox,TE,2020,IND,14,1.49,0.07,0.07,0.16,2.21,2.79,28.14,0.14,0.07,18.86,13.0,1.36,0.91,5.74,4.68
00-0033217,Mo Alie-Cox,TE,2021,IND,17,0.71,0.09,0.11,0.21,1.41,2.65,18.59,0.24,0.06,26.0,8.82,0.88,0.52,4.68,3.85
00-0033217,Mo Alie-Cox,TE,2022,IND,14,1.25,0.05,0.04,0.1,1.36,2.0,13.5,0.21,0.07,10.79,7.07,0.64,-0.11,3.85,3.51
00-0033217,Mo Alie-Cox,TE,2023,IND,14,0.73,0.04,0.05,0.1,0.93,1.57,11.5,0.21,0.0,15.86,5.71,0.64,0.54,3.51,2.72
00-0033217,Mo Alie-Cox,TE,2024,IND,12,0.7,0.04,0.04,0.09,1.0,1.83,12.25,0.08,0.0,17.58,4.08,0.58,0.58,2.72,
00-0033246,Johnny Mundt,TE,2022,MIN,13,4.83,0.03,0.01,0.05,1.46,1.62,10.77,0.08,0.0,2.23,9.0,0.69,0.42,3.0,4.02
00-0033246,Johnny Mundt,TE,2023,MIN,10,1.51,0.04,0.02,0.07,1.7,2.3,17.2,0.1,0.0,11.4,9.4,0.8,0.28,4.02,3.23
00-0033246,Johnny Mundt,TE,2024,MIN,14,1.23,0.05,0.02,0.1,1.36,1.93,10.14,0.14,0.0,8.21,5.93,0.57,0.35,3.23,
00-0033258,Darrell Daniels,TE,2020,ARI,9,1.37,0.02,0.01,0.04,0.89,1.22,10.22,0.11,0.0,7.44,6.33,0.44,0.7,2.58,0.1
00-0033258,Darrell Daniels,TE,2021,ARI,10,0.0,0.01,0.0,0.01,0.1,0.4,0.0,0.0,0.0,2.2,0.1,0.0,-0.24,0.1,
00-0033288,George Kittle,TE,2017,SF,15,1.19,0.11,0.09,0.22,2.87,4.2,34.33,0.13,0.0,28.93,17.67,1.47,0.93,7.1,16.17
00-0033288,George Kittle,TE,2018,SF,16,1.38,0.26,0.26,0.58,5.5,8.5,86.06,0.31,0.0,62.25,54.38,3.75,4.08,16.17,15.89
00-0033288,George Kittle,TE,2019,SF,14,1.66,0.23,0.2,0.49,6.07,7.64,75.21,0.36,0.07,45.21,43.0,3.79,4.15,15.89,15.64
00-0033288,George Kittle,TE,2020,SF,8,1.38,0.11,0.12,0.26,6.0,7.88,79.25,0.25,0.0,57.5,37.12,4.0,4.53,15.64,14.14
00-0033288,George Kittle,TE,2021,SF,14,1.17,0.19,0.19,0.42,5.07,6.71,65.0,0.43,0.14,55.5,32.14,3.0,1.76,14.14,13.37
00-0033288,George Kittle,TE,2022,SF,15,1.39,0.17,0.16,0.37,4.0,5.73,51.0,0.73,0.07,36.67,25.73,2.4,2.64,13.37,12.7
00-0033288,George Kittle,TE,2023,SF,16,1.2,0.19,0.21,0.44,4.06,5.62,63.75,0.38,0.0,53.25,30.19,2.62,3.73,12.7,15.77
00-0033288,George Kittle,TE,2024,SF,15,1.38,0.18,0.18,0.4,5.2,6.27,73.73,0.53,0.0,53.33,34.8,3.33,4.53,15.77,
00-0033338,Cethan Carter,TE,2020,CIN,13,0.98,0.01,0.01,0.03,0.38,0.54,4.08,0.0,0.0,4.15,0.77,0.23,0.13,0.79,0.45
00-0033338,Cethan Carter,TE,2021,MIA,8,2.0,0.0,0.0,0.01,0.25,0.25,2.0,0.0,0.0,1.0,1.0,0.0,0.11,0.45,
00-0033357,Taysom Hill,TE,2018,NO,15,0.11,0.01,0.01,0.03,0.2,0.47,0.27,0.0,0.0,2.4,0.33,0.0,-0.36,2.24,6.39
00-0033357,Taysom Hill,TE,2019,NO,16,2.25,0.04,0.03,0.08,1.19,1.38,14.62,0.38,0.0,6.5,9.31,0.88,1.33,6.39,9.79
00-0033357,Taysom Hill,TE,2020,NO,16,1.08,0.02,0.03,0.06,0.5,0.75,6.12,0.06,0.0,5.69,2.19,0.25,0.02,9.79,10.14
00-0033357,Taysom Hill,TE,2021,NO,12,2.74,0.01,0.01,0.02,0.33,0.5,4.33,0.0,0.0,1.58,4.17,0.33,-0.24,10.14,9.11
00-0033357,Taysom Hill,TE,2022,NO,16,1.03,0.03,0.02,0.05,0.56,0.81,4.81,0.12,0.0,4.69,2.31,0.31,0.16,9.11,8.97
00-0033357,Taysom Hill,TE,2023,NO,16,1.39,0.07,0.04,0.13,2.06,2.5,18.19,0.12,0.0,13.06,8.31,0.69,0.63,8.97,12.79
00-0033357,Taysom Hill,TE,2024,NO,8,1.73,0.06,0.02,0.11,2.88,3.88,23.38,0.0,0.12,13.5,17.12,1.0,0.15,12.79,
00-0033387,Jacob Hollister,TE,2017,NE,13,0.46,0.02,0.02,0.04,0.31,0.85,3.23,0.0,0.0,7.0,0.38,0.15,-0.42,0.67,9.39
00-0033387,Jacob Hollister,TE,2019,SEA,10,1.03,0.12,0.07,0.23,4.1,5.9,34.9,0.3,0.0,34.0,16.9,1.6,-0.36,9.39,5.07
00-0033387,Jacob Hollister,TE,2020,SEA,13,0.88,0.07,0.05,0.15,1.92,3.08,16.08,0.23,0.0,18.23,6.15,1.08,0.51,5.07,
00-0033421,Antony Auclair,TE,2018,TB,9,1.2,0.01,0.01,0.02,0.78,0.89,5.33,0.0,0.0,4.44,0.89,0.11,0.08,1.31,
00-0033439,Pharaoh Brown,TE,2020,HOU,10,1.28,0.03,0.03,0.06,1.4,1.6,16.3,0.2,0.0,12.7,7.6,0.9,1.09,4.23,2.93
00-0033439,Pharaoh Brown,TE,2021,HOU,13,1.17,0.07,0.04,0.12,1.77,2.62,13.15,0.0,0.08,11.23,8.15,0.46,-0.8,2.93,2.96
00-0033439,Pharaoh Brown,TE,2022,CLE,8,0.91,0.04,0.03,0.07,1.5,2.5,14.62,0.0,0.0,16.0,10.38,0.75,-0.31,2.96,3.44
00-0033439,Pharaoh Brown,TE,2023,NE,11,2.0,0.03,0.03,0.06,1.18,1.36,18.91,0.09,0.09,9.45,11.0,0.73,0.5,3.44,1.25
00-0033439,Pharaoh Brown,TE,2024,SEA,10,1.27,0.02,0.01,0.04,0.8,1.2,6.5,0.0,0.1,5.1,3.0,0.2,-0.65,1.25,
00-0033455,Anthony Firkser,TE,2018,TEN,9,1.69,0.05,0.04,0.1,2.11,2.22,25.0,0.11,0.0,14.78,10.78,1.33,2.05,5.28,4.04
00-0033455,Anthony Firkser,TE,2019,TEN,10,0.92,0.06,0.06,0.12,1.4,2.4,20.4,0.1,0.0,22.2,7.1,0.9,-0.11,4.04,5.58
00-0033455,Anthony Firkser,TE,2020,TEN,15,1.04,0.11,0.09,0.23,2.6,3.53,25.8,0.07,0.0,24.73,9.53,1.73,1.26,5.58,4.87
00-0033455,Anthony Firkser,TE,2021,TEN,15,1.16,0.08,0.06,0.17,2.27,2.87,19.4,0.13,0.07,16.67,7.4,1.0,0.67,4.87,2.38
00-0033455,Anthony Firkser,TE,2022,ATL,8,0.93,0.03,0.03,0.07,1.12,1.62,12.5,0.0,0.0,13.5,2.5,0.62,0.31,2.38,
00-0033528,Jeremy Sprinkle,TE,2018,WAS,8,0.71,0.02,0.01,0.04,0.62,1.12,5.12,0.12,0.0,7.25,2.62,0.38,0.11,1.89,3.51
00-0033528,Jeremy Sprinkle,TE,2019,WAS,16,0.93,0.09,0.07,0.18,1.62,2.5,15.06,0.06,0.06,16.12,5.69,0.81,-0.06,3.51,
00-0033559,Michael Roberts,TE,2018,DET,8,0.78,0.04,0.03,0.08,1.12,2.5,12.5,0.38,0.0,16.12,2.88,0.62,-1.22,4.62,
00-0033576,Eric Saubert,TE,2021,DEN,10,1.18,0.02,0.01,0.04,0.8,1.2,4.7,0.1,0.0,4.0,2.9,0.2,-0.05,1.87,2.56
00-0033576,Eric Saubert,TE,2022,DEN,14,0.73,0.04,0.04,0.09,1.07,1.71,10.57,0.07,0.0,14.43,5.36,0.43,-0.21,2.56,2.22
00-0033576,Eric Saubert,TE,2024,SF,12,1.03,0.03,0.02,0.06,0.92,1.17,8.08,0.08,0.08,7.83,2.92,0.42,0.16,2.22,
00-0033611,Ricky Seals-Jones,TE,2017,ARI,8,0.63,0.05,0.05,0.11,1.5,3.5,25.12,0.38,0.0,39.88,9.25,1.25,0.44,6.26,4.95
00-0033611,Ricky Seals-Jones,TE,2018,ARI,15,0.5,0.15,0.17,0.34,2.27,4.6,22.87,0.07,0.0,45.33,6.47,0.93,-1.76,4.95,6.54
00-0033611,Ricky Seals-Jones,TE,2019,CLE,9,0.91,0.04,0.05,0.1,1.56,2.44,25.44,0.44,0.11,28.11,10.56,1.11,1.09,6.54,6.28
00-0033611,Ricky Seals-Jones,TE,2021,WAS,11,1.01,0.09,0.07,0.18,2.73,4.45,24.64,0.18,0.0,24.36,13.82,1.27,-0.56,6.28,
00-0033627,Jason Croom,TE,2018,BUF,15,0.97,0.07,0.05,0.15,1.47,2.33,17.27,0.07,0.13,17.8,9.13,0.67,-1.23,3.33,
00-0033658,Blake Jarwin,TE,2018,DAL,13,1.03,0.07,0.07,0.16,2.08,2.77,23.62,0.23,0.0,22.85,8.46,1.23,1.33,5.82,5.7
00-0033658,Blake Jarwin,TE,2019,DAL,15,1.11,0.07,0.06,0.15,2.07,2.73,24.33,0.2,0.07,21.93,10.47,1.13,0.94,5.7,4.08
00-0033658,Blake Jarwin,TE,2021,DAL,8,0.75,0.03,0.03,0.06,1.38,2.12,12.0,0.25,0.0,16.0,4.75,0.62,-0.17,4.08,
00-0033757,Robert Tonyan,TE,2019,GB,9,0.63,0.03,0.03,0.06,1.11,1.67,11.11,0.11,0.0,17.56,2.89,0.44,0.19,2.89,11.77
00-0033757,Robert Tonyan,TE,2020,GB,15,1.28,0.12,0.11,0.25,3.47,3.93,39.07,0.73,0.0,30.47,14.87,2.2,2.92,11.77,6.3
00-0033757,Robert Tonyan,TE,2021,GB,8,0.78,0.05,0.06,0.12,2.25,3.62,25.5,0.25,0.0,32.75,13.0,1.25,1.35,6.3,6.59
00-0033757,Robert Tonyan,TE,2022,GB,17,1.21,0.12,0.09,0.25,3.12,3.94,27.65,0.12,0.0,22.94,13.53,1.18,0.23,6.59,1.85
00-0033757,Robert Tonyan,TE,2023,CHI,12,0.77,0.04,0.04,0.08,0.92,1.42,9.33,0.0,0.0,12.08,4.75,0.5,0.31,1.85,
00-0033858,Jonnu Smith,TE,2017,TEN,14,0.78,0.06,0.05,0.12,1.29,2.14,11.21,0.14,0.0,14.29,6.86,0.36,-0.34,3.26,5.32
00-0033858,Jonnu Smith,TE,2018,TEN,12,1.66,0.07,0.05,0.14,1.67,2.5,21.5,0.25,0.08,12.92,15.0,0.83,0.54,5.32,6.98
00-0033858,Jonnu Smith,TE,2019,TEN,15,1.9,0.1,0.06,0.2,2.33,2.93,29.27,0.2,0.0,15.4,18.2,1.07,1.08,6.98,10.01
00-0033858,Jonnu Smith,TE,2020,TEN,14,1.24,0.14,0.09,0.27,2.93,4.64,32.0,0.57,0.0,25.71,17.0,1.79,1.12,10.01,4.21
00-0033858,Jonnu Smith,TE,2021,NE,16,1.18,0.09,0.06,0.17,1.75,2.81,18.38,0.06,0.06,15.56,14.5,0.94,-0.61,4.21,4.33
00-0033858,Jonnu Smith,TE,2022,NE,12,2.11,0.07,0.03,0.13,2.25,3.17,20.42,0.0,0.0,9.67,16.67,0.75,0.05,4.33,7.31
00-0033858,Jonnu Smith,TE,2023,ATL,17,1.27,0.14,0.11,0.28,2.94,4.12,34.24,0.18,0.06,26.94,21.0,1.53,0.53,7.31,13.08
00-0033858,Jonnu Smith,TE,2024,MIA,17,1.63,0.2,0.15,0.4,5.18,6.53,52.0,0.47,0.12,31.88,30.0,3.24,3.51,13.08,
00-0033879,O.J. Howard,TE,2017,TB,13,0.95,0.07,0.07,0.15,2.0,3.0,33.23,0.46,0.23,35.08,11.69,1.46,1.31,7.78,12.05
00-0033879,O.J. Howard,TE,2018,TB,10,1.0,0.08,0.09,0.18,3.4,4.8,56.5,0.5,0.0,56.7,20.9,2.8,2.56,12.05,5.99
00-0033879,O.J. Howard,TE,2019,TB,14,0.87,0.09,0.08,0.19,2.43,3.79,32.79,0.07,0.07,37.71,10.71,1.64,0.67,5.99,3.35
00-0033879,O.J. Howard,TE,2021,TB,10,0.99,0.03,0.02,0.06,1.4,2.1,13.5,0.1,0.0,13.6,8.3,1.0,0.38,3.35,3.32
00-0033879,O.J. Howard,TE,2022,HOU,11,0.57,0.04,0.06,0.1,0.91,2.09,13.18,0.18,0.0,23.0,5.45,0.55,-0.19,3.32,
00-0033881,Evan Engram,TE,2017,NYG,15,0.74,0.19,0.22,0.44,4.27,7.67,48.13,0.4,0.0,65.4,20.4,2.47,0.28,11.57,11.48
00-0033881,Evan Engram,TE,2018,NYG,11,1.7,0.11,0.08,0.22,4.09,5.82,52.45,0.27,0.0,30.82,35.27,2.0,1.87,11.48,13.68
00-0033881,Evan Engram,TE,2019,NYG,8,1.18,0.12,0.08,0.23,5.5,8.5,58.38,0.38,0.0,49.62,31.5,2.88,0.41,13.68,8.81
00-0033881,Evan Engram,TE,2020,NYG,16,0.83,0.22,0.2,0.46,3.94,6.81,40.88,0.06,0.06,49.06,17.94,2.0,-1.35,8.81,6.83
00-0033881,Evan Engram,TE,2021,NYG,15,1.11,0.13,0.08,0.25,3.07,4.87,27.2,0.2,0.07,24.4,12.33,1.4,-0.72,6.83,10.41
00-0033881,Evan Engram,TE,2022,JAX,17,1.25,0.17,0.14,0.35,4.29,5.76,45.06,0.24,0.0,36.12,27.35,1.94,1.99,10.41,13.55
00-0033881,Evan Engram,TE,2023,JAX,17,1.34,0.24,0.14,0.45,6.71,8.41,56.65,0.24,0.18,42.12,30.35,2.76,0.6,13.55,9.94
00-0033881,Evan Engram,TE,2024,JAX,9,1.01,0.12,0.08,0.24,5.22,7.11,40.56,0.11,0.11,40.0,16.67,1.89,-0.1,9.94,
00-0033885,David Njoku,TE,2017,CLE,16,0.63,0.11,0.12,0.24,2.0,3.75,24.12,0.25,0.0,38.06,9.44,1.06,0.19,5.92,9.59
00-0033885,David Njoku,TE,2018,CLE,15,0.84,0.16,0.14,0.33,3.73,5.87,42.6,0.27,0.0,50.8,20.4,1.8,0.24,9.59,4.75
00-0033885,David Njoku,TE,2020,CLE,11,0.99,0.06,0.05,0.13,1.73,2.64,19.36,0.18,0.0,19.64,7.91,1.18,1.03,4.75,7.17
00-0033885,David Njoku,TE,2021,CLE,15,1.1,0.11,0.1,0.23,2.4,3.53,31.67,0.27,0.0,28.8,16.47,1.13,1.43,7.17,10.14
00-0033885,David Njoku,TE,2022,CLE,14,1.17,0.16,0.12,0.32,4.14,5.71,44.86,0.29,0.07,38.21,23.71,2.57,1.76,10.14,12.58
00-0033885,David Njoku,TE,2023,CLE,16,1.56,0.21,0.11,0.38,5.06,7.69,55.12,0.38,0.12,35.38,37.44,2.19,-0.72,12.58,13.5
00-0033885,David Njoku,TE,2024,CLE,11,0.99,0.15,0.1,0.3,5.82,8.82,45.91,0.45,0.0,46.36,22.82,2.09,-0.47,13.5,
00-0033895,Gerald Everett,TE,2017,LA,14,0.86,0.06,0.07,0.14,1.14,2.29,17.43,0.14,0.07,20.36,7.71,0.5,-0.11,3.69,5.77
00-0033895,Gerald Everett,TE,2018,LA,15,1.05,0.09,0.06,0.18,2.2,3.33,21.33,0.2,0.0,20.27,9.6,1.13,0.8,5.77,7.48
00-0033895,Gerald Everett,TE,2019,LA,12,0.84,0.1,0.1,0.22,3.08,5.0,34.0,0.17,0.0,40.58,14.83,1.83,0.49,7.48,6.19
00-0033895,Gerald Everett,TE,2020,LA,15,1.08,0.11,0.1,0.23,2.73,4.13,27.8,0.07,0.07,25.67,16.2,1.6,-0.1,6.19,7.85
00-0033895,Gerald Everett,TE,2021,SEA,15,1.45,0.13,0.07,0.25,3.2,4.2,31.87,0.27,0.13,22.0,16.6,1.73,0.72,7.85,9.3
00-0033895,Gerald Everett,TE,2022,LAC,15,1.13,0.13,0.11,0.27,3.87,5.8,37.0,0.27,0.0,32.73,21.73,1.93,0.15,9.3,7.41
00-0033895,Gerald Everett,TE,2023,LAC,15,1.46,0.11,0.06,0.21,3.4,4.67,27.4,0.2,0.2,18.8,18.33,1.67,0.51,7.41,1.16
00-0033895,Gerald Everett,TE,2024,CHI,10,1.03,0.02,0.01,0.04,0.8,1.3,3.6,0.0,0.0,3.5,4.1,0.1,-0.15,1.16,
00-0033896,Adam Shaheen,TE,2020,MIA,13,1.58,0.04,0.02,0.08,0.92,1.69,11.54,0.23,0.0,7.31,8.08,0.69,0.52,3.46,
00-0033953,Jordan Leggett,TE,2018,NYJ,13,0.71,0.05,0.03,0.1,1.08,1.92,8.77,0.08,0.0,12.38,3.77,0.46,0.28,2.42,
00-0034011,Dan Arnold,TE,2020,ARI,15,0.78,0.08,0.13,0.21,2.07,3.0,29.2,0.27,0.13,37.67,11.53,1.6,1.71,6.45,6.89
00-0034011,Dan Arnold,TE,2021,JAX,11,1.2,0.09,0.08,0.19,3.18,4.73,37.09,0.0,0.09,30.91,17.09,1.82,0.42,6.89,2.05
00-0034011,Dan Arnold,TE,2022,JAX,11,1.55,0.02,0.02,0.05,0.82,1.18,12.27,0.0,0.0,7.91,6.36,0.45,0.53,2.05,
00-0034073,Ross Dwelley,TE,2019,SF,8,0.78,0.05,0.04,0.1,1.88,2.75,11.38,0.25,0.0,14.62,5.0,1.0,0.48,4.51,4.12
00-0034073,Ross Dwelley,TE,2020,SF,12,1.35,0.04,0.05,0.1,1.58,2.0,20.42,0.08,0.0,15.17,8.92,0.83,1.38,4.12,
00-0034159,Will Dissly,TE,2020,SEA,15,1.82,0.05,0.03,0.1,1.6,1.93,16.73,0.13,0.0,9.2,11.27,0.8,0.39,4.07,3.85
00-0034159,Will Dissly,TE,2021,SEA,13,2.06,0.05,0.02,0.1,1.62,2.0,17.77,0.08,0.08,8.62,11.0,0.85,0.91,3.85,5.79
00-0034159,Will Dissly,TE,2022,SEA,15,1.69,0.07,0.05,0.14,2.27,2.53,23.27,0.2,0.0,13.73,12.27,1.33,1.76,5.79,3.09
00-0034159,Will Dissly,TE,2023,SEA,13,2.77,0.04,0.02,0.07,1.31,1.69,13.23,0.08,0.0,4.77,9.23,0.62,0.67,3.09,7.34
00-0034159,Will Dissly,TE,2024,LAC,15,1.63,0.13,0.07,0.24,3.33,4.27,32.07,0.13,0.0,19.67,20.2,1.6,1.03,7.34,
00-0034192,Nick Keizer,TE,2020,KC,11,0.78,0.01,0.02,0.03,0.55,0.82,5.73,0.0,0.09,7.36,3.64,0.18,-0.49,0.94,
00-0034270,Tyler Conklin,TE,2019,MIN,9,0.95,0.02,0.02,0.05,0.89,1.11,6.44,0.0,0.0,6.78,2.0,0.22,0.23,1.53,4.93
