player_id,player_display_name,position,season,recent_team,games,racr,target_share,air_yards_share,wopr,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_fumbles_per_game,receiving_air_yards_per_game,receiving_yards_after_catch_per_game,receiving_first_downs_per_game,receiving_epa_per_game,fantasy_points_ppr_per_game,fantasy_points_ppr_per_game_next_year
00-0034270,Tyler Conklin,TE,2020,MIN,9,1.7,0.05,0.03,0.1,2.11,2.89,21.56,0.11,0.11,12.67,14.0,1.22,0.88,4.93,8.14
00-0034270,Tyler Conklin,TE,2021,MIN,17,1.28,0.15,0.1,0.29,3.59,5.12,34.88,0.18,0.06,27.29,19.18,1.53,0.67,8.14,7.74
00-0034270,Tyler Conklin,TE,2022,NYJ,17,0.89,0.15,0.12,0.31,3.41,5.12,32.47,0.18,0.12,36.29,16.71,1.47,0.14,7.74,7.24
00-0034270,Tyler Conklin,TE,2023,NYJ,17,1.04,0.15,0.15,0.34,3.59,5.12,36.53,0.0,0.0,35.0,14.47,1.59,0.38,7.24,7.62
00-0034270,Tyler Conklin,TE,2024,NYJ,16,1.25,0.12,0.09,0.24,3.19,4.5,28.06,0.25,0.0,22.38,16.38,1.5,0.7,7.62,
00-0034351,Dallas Goedert,TE,2018,PHI,15,1.02,0.07,0.07,0.16,2.2,2.93,22.27,0.27,0.0,21.87,11.33,1.0,0.8,6.03,9.65
00-0034351,Dallas Goedert,TE,2019,PHI,15,1.21,0.14,0.1,0.29,3.87,5.8,40.47,0.33,0.13,33.33,22.27,2.2,0.58,9.65,10.58
00-0034351,Dallas Goedert,TE,2020,PHI,11,0.94,0.12,0.1,0.25,4.18,5.91,47.64,0.27,0.0,50.91,18.36,2.55,1.35,10.58,11.0
00-0034351,Dallas Goedert,TE,2021,PHI,15,1.29,0.16,0.15,0.35,3.73,5.07,55.33,0.27,0.07,42.87,25.73,2.87,3.56,11.0,11.77
00-0034351,Dallas Goedert,TE,2022,PHI,12,1.66,0.14,0.1,0.27,4.58,5.75,58.5,0.25,0.08,35.33,35.0,3.33,3.77,11.77,9.74
00-0034351,Dallas Goedert,TE,2023,PHI,14,1.33,0.16,0.09,0.3,4.21,5.93,42.29,0.21,0.0,31.79,22.79,2.36,1.15,9.74,10.36
00-0034351,Dallas Goedert,TE,2024,PHI,10,1.45,0.12,0.1,0.26,4.2,5.2,49.6,0.2,0.2,34.3,25.7,2.0,1.94,10.36,
00-0034364,Jordan Akins,TE,2018,HOU,14,1.31,0.05,0.04,0.1,1.21,1.79,16.07,0.0,0.0,12.29,8.79,0.79,0.87,2.82,5.61
00-0034364,Jordan Akins,TE,2019,HOU,16,1.06,0.11,0.08,0.22,2.25,3.44,26.12,0.12,0.0,24.56,15.38,1.31,0.83,5.61,6.44
00-0034364,Jordan Akins,TE,2020,HOU,13,1.09,0.09,0.08,0.19,2.85,3.77,31.0,0.08,0.0,28.38,13.23,1.54,1.24,6.44,3.48
00-0034364,Jordan Akins,TE,2021,HOU,12,1.03,0.06,0.05,0.13,2.0,2.75,17.83,0.0,0.17,17.25,6.75,0.92,-0.71,3.48,7.77
00-0034364,Jordan Akins,TE,2022,HOU,15,1.49,0.1,0.08,0.2,2.47,3.6,33.0,0.33,0.07,22.13,18.0,1.53,1.43,7.77,2.17
00-0034364,Jordan Akins,TE,2023,CLE,13,1.21,0.04,0.02,0.07,1.15,1.77,10.15,0.0,0.0,8.38,4.46,0.46,-0.08,2.17,5.69
00-0034364,Jordan Akins,TE,2024,CLE,16,1.15,0.09,0.07,0.18,2.5,3.62,24.38,0.12,0.06,21.19,11.69,1.25,0.69,5.69,
00-0034365,Ian Thomas,TE,2018,CAR,10,1.1,0.09,0.07,0.19,3.6,4.9,33.3,0.2,0.0,30.3,15.8,2.0,-0.1,8.13,3.56
00-0034365,Ian Thomas,TE,2019,CAR,10,0.67,0.05,0.04,0.1,1.6,3.0,13.6,0.1,0.0,20.4,7.7,1.0,-0.39,3.56,3.12
00-0034365,Ian Thomas,TE,2020,CAR,13,0.74,0.06,0.05,0.12,1.54,2.38,11.15,0.08,0.08,15.08,6.0,0.92,-0.42,3.12,2.63
00-0034365,Ian Thomas,TE,2021,CAR,14,1.03,0.05,0.04,0.11,1.29,2.14,13.43,0.0,0.0,13.07,6.57,0.43,-1.13,2.63,3.13
00-0034365,Ian Thomas,TE,2022,CAR,13,2.86,0.07,0.02,0.12,1.62,2.31,15.15,0.0,0.0,5.31,14.0,0.62,0.31,3.13,1.32
00-0034365,Ian Thomas,TE,2023,CAR,8,0.72,0.02,0.02,0.04,0.62,1.12,7.0,0.0,0.0,9.75,4.12,0.12,-0.96,1.32,
00-0034383,Dalton Schultz,TE,2018,DAL,8,1.66,0.03,0.02,0.06,1.5,2.12,14.5,0.0,0.0,8.75,8.25,0.75,0.47,2.95,9.16
00-0034383,Dalton Schultz,TE,2020,DAL,16,1.05,0.14,0.12,0.3,3.94,5.56,38.44,0.25,0.06,36.5,17.44,2.06,0.82,9.16,12.28
00-0034383,Dalton Schultz,TE,2021,DAL,17,1.09,0.16,0.14,0.35,4.59,6.12,47.53,0.47,0.0,43.59,20.06,2.53,2.73,12.28,9.51
00-0034383,Dalton Schultz,TE,2022,DAL,15,0.9,0.16,0.14,0.35,3.8,5.93,38.47,0.33,0.07,42.67,13.6,1.8,-0.02,9.51,10.03
00-0034383,Dalton Schultz,TE,2023,HOU,15,0.95,0.16,0.13,0.32,3.93,5.87,42.33,0.33,0.07,44.6,17.27,2.33,1.63,10.03,6.95
00-0034383,Dalton Schultz,TE,2024,HOU,17,0.78,0.16,0.15,0.34,3.12,5.0,31.29,0.12,0.0,40.24,12.59,1.53,0.2,6.95,
00-0034439,Ryan Izzo,TE,2020,NE,10,0.97,0.05,0.07,0.12,1.3,2.0,19.9,0.0,0.1,20.5,6.8,0.6,-0.65,3.09,
00-0034613,Tanner Hudson,TE,2023,CIN,12,1.31,0.08,0.07,0.18,3.25,4.17,29.33,0.08,0.0,22.42,12.33,1.75,1.02,6.68,4.28
00-0034613,Tanner Hudson,TE,2024,CIN,9,1.57,0.04,0.02,0.07,2.11,2.56,17.11,0.11,0.11,10.89,10.78,1.0,0.6,4.28,
00-0034753,Mark Andrews,TE,2018,BAL,16,1.04,0.09,0.11,0.22,2.12,3.12,34.5,0.19,0.0,33.19,12.06,1.75,2.42,6.7,13.81
00-0034753,Mark Andrews,TE,2019,BAL,15,0.82,0.23,0.27,0.54,4.27,6.53,56.8,0.67,0.13,69.0,19.4,2.93,3.1,13.81,12.15
00-0034753,Mark Andrews,TE,2020,BAL,14,0.78,0.22,0.25,0.51,4.14,6.29,50.07,0.5,0.14,64.21,13.0,2.71,2.62,12.15,17.71
00-0034753,Mark Andrews,TE,2021,BAL,17,0.86,0.26,0.3,0.6,6.29,9.0,80.06,0.53,0.06,92.59,26.47,4.41,3.3,17.71,12.7
00-0034753,Mark Andrews,TE,2022,BAL,15,0.77,0.24,0.28,0.56,4.87,7.53,56.47,0.33,0.07,73.67,16.2,3.27,1.68,12.7,13.54
00-0034753,Mark Andrews,TE,2023,BAL,10,1.23,0.13,0.11,0.27,4.5,6.1,54.4,0.6,0.1,44.3,21.7,2.7,3.32,13.54,11.11
00-0034753,Mark Andrews,TE,2024,BAL,17,0.92,0.15,0.18,0.35,3.24,4.06,39.59,0.65,0.0,43.0,11.06,2.29,2.95,11.11,
00-0034766,Chris Herndon,TE,2018,NYJ,14,0.84,0.11,0.13,0.26,2.79,4.0,35.86,0.29,0.07,42.57,12.64,1.79,1.0,8.09,6.14
00-0034766,Chris Herndon,TE,2020,NYJ,12,0.93,0.1,0.07,0.2,2.58,3.75,23.92,0.25,0.17,25.67,10.67,1.42,0.06,6.14,
00-0034788,Jaeden Graham,TE,2019,ATL,10,1.73,0.02,0.02,0.03,0.9,1.0,14.9,0.1,0.0,8.6,7.3,0.7,1.15,2.99,0.69
00-0034788,Jaeden Graham,TE,2020,ATL,8,1.39,0.01,0.0,0.01,0.38,0.62,3.12,0.0,0.0,2.25,1.75,0.12,-0.01,0.69,
00-0034798,Durham Smythe,TE,2018,MIA,8,1.06,0.03,0.01,0.05,0.75,1.38,6.25,0.0,0.0,5.88,0.88,0.25,-0.92,1.38,1.12
00-0034798,Durham Smythe,TE,2019,MIA,12,0.47,0.02,0.03,0.05,0.58,1.17,5.42,0.0,0.0,11.5,0.83,0.17,-0.33,1.12,4.52
00-0034798,Durham Smythe,TE,2020,MIA,13,1.82,0.05,0.03,0.1,2.0,2.23,16.0,0.15,0.0,8.77,9.38,1.0,1.08,4.52,4.38
00-0034798,Durham Smythe,TE,2021,MIA,16,1.37,0.07,0.06,0.14,2.12,2.56,22.31,0.0,0.0,16.25,10.0,0.94,0.94,4.38,3.08
00-0034798,Durham Smythe,TE,2022,MIA,13,1.63,0.04,0.01,0.06,1.15,1.54,9.92,0.08,0.0,6.08,3.62,0.54,-0.06,3.08,5.51
00-0034798,Durham Smythe,TE,2023,MIA,13,1.29,0.08,0.07,0.16,2.69,3.31,28.15,0.0,0.0,21.85,10.69,1.69,1.69,5.51,1.02
00-0034798,Durham Smythe,TE,2024,MIA,14,0.56,0.03,0.03,0.06,0.64,1.21,3.79,0.0,0.0,6.71,1.14,0.07,-0.26,1.02,
00-0034829,Mike Gesicki,TE,2018,MIA,14,0.73,0.07,0.07,0.16,1.57,2.29,14.43,0.0,0.07,19.64,6.86,0.64,-0.56,2.87,9.07
00-0034829,Mike Gesicki,TE,2019,MIA,15,0.64,0.15,0.16,0.33,3.4,5.93,38.0,0.33,0.07,59.0,11.67,1.67,0.06,9.07,10.62
00-0034829,Mike Gesicki,TE,2020,MIA,15,0.75,0.16,0.22,0.39,3.53,5.67,46.87,0.4,0.0,62.67,11.13,2.4,1.36,10.62,9.71
00-0034829,Mike Gesicki,TE,2021,MIA,17,0.74,0.19,0.23,0.44,4.29,6.59,45.88,0.12,0.0,61.65,13.0,2.29,1.12,9.71,5.78
00-0034829,Mike Gesicki,TE,2022,MIA,17,0.74,0.09,0.09,0.2,1.88,3.06,21.29,0.29,0.0,28.82,5.71,1.12,0.12,5.78,4.36
00-0034829,Mike Gesicki,TE,2023,NE,15,0.64,0.08,0.09,0.19,1.93,3.0,16.27,0.13,0.0,25.53,5.87,0.73,-0.21,4.36,8.84
00-0034829,Mike Gesicki,TE,2024,CIN,16,1.08,0.13,0.13,0.29,4.06,5.19,41.56,0.12,0.06,38.44,15.31,2.38,2.11,8.84,
00-0034830,Hayden Hurst,TE,2018,BAL,9,0.99,0.04,0.03,0.09,1.44,2.56,18.11,0.11,0.0,18.33,8.22,0.89,0.43,3.92,4.81
00-0034830,Hayden Hurst,TE,2019,BAL,16,1.06,0.09,0.09,0.2,1.88,2.44,21.81,0.12,0.0,20.62,9.25,1.0,1.51,4.81,9.32
00-0034830,Hayden Hurst,TE,2020,ATL,16,0.96,0.15,0.11,0.29,3.5,5.5,35.69,0.38,0.0,37.12,15.31,2.19,0.92,9.32,5.34
00-0034830,Hayden Hurst,TE,2021,ATL,12,1.08,0.06,0.05,0.12,2.17,2.58,18.42,0.25,0.25,17.08,7.42,1.08,0.22,5.34,8.11
00-0034830,Hayden Hurst,TE,2022,CIN,13,1.22,0.11,0.08,0.23,4.0,5.23,31.85,0.15,0.0,26.15,14.31,1.92,1.59,8.11,4.71
00-0034830,Hayden Hurst,TE,2023,CAR,9,0.76,0.06,0.05,0.13,2.0,3.56,20.44,0.11,0.0,26.89,7.44,0.78,-0.42,4.71,
00-0034970,Irv Smith,TE,2019,MIN,14,1.17,0.11,0.07,0.21,2.57,3.36,22.21,0.14,0.07,18.93,9.71,1.29,0.83,5.65,7.58
00-0034970,Irv Smith,TE,2020,MIN,13,1.05,0.09,0.08,0.19,2.31,3.31,28.08,0.38,0.0,26.62,9.69,1.69,2.22,7.58,6.9
00-0034970,Irv Smith,TE,2022,MIN,8,1.11,0.06,0.03,0.11,3.12,4.5,22.75,0.25,0.12,20.5,11.38,1.12,-0.54,6.9,3.35
00-0034970,Irv Smith,TE,2023,CIN,10,1.1,0.04,0.03,0.08,1.8,2.6,11.5,0.1,0.1,10.5,6.6,0.5,-1.55,3.35,
00-0034981,Foster Moreau,TE,2019,LV,11,1.58,0.05,0.03,0.1,1.91,2.27,15.82,0.45,0.0,10.0,8.82,1.27,1.18,6.22,4.12
00-0034981,Foster Moreau,TE,2020,LV,8,1.28,0.02,0.02,0.04,0.88,1.12,17.5,0.25,0.0,13.62,6.38,0.62,1.27,4.12,5.69
00-0034981,Foster Moreau,TE,2021,LV,15,1.15,0.07,0.06,0.15,2.0,2.93,24.87,0.2,0.07,21.67,12.6,1.07,-0.06,5.69,6.23
00-0034981,Foster Moreau,TE,2022,LV,14,0.93,0.1,0.08,0.2,2.36,3.86,30.0,0.14,0.0,32.21,16.93,1.71,0.6,6.23,3.56
00-0034981,Foster Moreau,TE,2023,NO,13,1.58,0.04,0.02,0.08,1.62,1.92,14.85,0.08,0.0,9.38,7.38,0.69,0.65,3.56,6.46
00-0034981,Foster Moreau,TE,2024,NO,16,1.04,0.08,0.09,0.19,2.0,2.69,25.81,0.31,0.0,24.81,9.88,1.31,1.24,6.46,
00-0034988,Kaden Smith,TE,2020,NYG,15,2.73,0.04,0.01,0.07,1.2,1.4,7.47,0.0,0.0,2.73,5.93,0.53,0.41,1.95,
00-0035222,Zach Gentry,TE,2021,PIT,10,2.23,0.04,0.02,0.07,1.9,2.5,16.7,0.0,0.0,7.5,12.7,1.1,-0.24,3.57,2.3
00-0035222,Zach Gentry,TE,2022,PIT,14,2.06,0.04,0.01,0.07,1.36,1.64,9.43,0.0,0.0,4.57,7.29,0.43,-0.1,2.3,
00-0035229,T.J. Hockenson,TE,2019,DET,12,0.81,0.11,0.08,0.22,2.67,4.92,30.58,0.17,0.0,37.92,16.67,1.58,0.72,6.72,10.96
00-0035229,T.J. Hockenson,TE,2020,DET,16,1.02,0.18,0.14,0.37,4.19,6.31,45.19,0.38,0.0,44.38,20.56,2.5,0.62,10.96,12.11
00-0035229,T.J. Hockenson,TE,2021,DET,12,0.95,0.15,0.16,0.34,5.08,7.0,48.58,0.33,0.0,51.33,16.58,2.67,0.46,12.11,12.79
00-0035229,T.J. Hockenson,TE,2022,MIN,17,0.93,0.23,0.24,0.51,5.06,7.59,53.76,0.35,0.0,57.71,24.29,2.59,0.32,12.79,14.6
00-0035229,T.J. Hockenson,TE,2023,MIN,15,0.98,0.21,0.2,0.45,6.33,8.47,64.0,0.33,0.07,65.07,22.4,3.2,2.12,14.6,8.65
00-0035229,T.J. Hockenson,TE,2024,MIN,10,0.88,0.12,0.11,0.26,4.1,6.2,45.5,0.0,0.0,52.0,14.5,3.0,0.95,8.65,
00-0035249,Josh Oliver,TE,2021,BAL,11,0.52,0.03,0.02,0.05,0.82,1.36,6.0,0.0,0.09,11.45,2.27,0.36,-0.3,1.42,3.41
00-0035249,Josh Oliver,TE,2022,BAL,12,0.7,0.05,0.05,0.12,1.17,2.08,12.42,0.17,0.0,17.75,6.17,0.58,0.41,3.41,4.1
00-0035249,Josh Oliver,TE,2023,MIN,13,2.96,0.05,0.01,0.08,1.69,2.15,16.38,0.15,0.08,5.54,12.46,0.92,0.33,4.1,5.48
00-0035249,Josh Oliver,TE,2024,MIN,12,1.18,0.05,0.05,0.11,1.83,2.33,21.5,0.25,0.0,18.17,10.75,1.17,1.41,5.48,
00-0035259,Trevon Wesco,TE,2021,NYJ,8,11.67,0.01,0.0,0.01,0.38,0.62,4.38,0.0,0.0,0.38,3.62,0.25,-0.17,0.81,
00-0035329,Donald Parham,TE,2020,LAC,11,0.91,0.03,0.04,0.08,0.91,1.82,14.45,0.27,0.0,15.91,5.09,0.73,0.23,3.99,4.54
00-0035329,Donald Parham,TE,2021,LAC,13,1.57,0.04,0.02,0.08,1.54,2.08,14.62,0.23,0.0,9.31,10.62,1.0,0.55,4.54,5.68
00-0035329,Donald Parham,TE,2023,LAC,14,0.93,0.07,0.06,0.15,1.93,2.93,20.36,0.29,0.0,21.86,9.0,1.57,1.31,5.68,
00-0035345,Chris Myarick,TE,2022,NYG,10,2.83,0.02,0.01,0.03,0.7,0.8,6.5,0.1,0.0,2.3,3.8,0.5,0.72,1.95,
00-0035547,Joseph Fortson,TE,2022,KC,10,1.23,0.02,0.02,0.04,0.9,1.3,10.8,0.2,0.0,8.8,4.0,0.6,0.82,3.18,
00-0035572,Parker Hesse,TE,2022,ATL,12,1.37,0.03,0.02,0.05,0.75,0.92,7.42,0.0,0.0,5.42,3.0,0.5,0.71,1.49,
00-0035624,N'Keal Harry,TE,2020,NE,13,0.68,0.14,0.15,0.31,2.54,4.38,23.77,0.15,0.08,35.15,8.08,1.23,-0.44,5.68,3.04
00-0035624,N'Keal Harry,TE,2021,NE,10,0.56,0.04,0.08,0.12,1.2,2.2,18.4,0.0,0.0,32.7,2.5,0.7,0.77,3.04,
00-0035631,Drew Sample,TE,2020,CIN,16,1.57,0.09,0.05,0.17,2.5,3.31,21.81,0.06,0.06,13.88,12.38,1.0,0.15,4.93,1.91
00-0035631,Drew Sample,TE,2021,CIN,10,2.31,0.03,0.01,0.05,1.1,1.5,8.1,0.0,0.0,3.5,8.2,0.3,0.03,1.91,3.59
00-0035631,Drew Sample,TE,2023,CIN,14,5.62,0.05,0.01,0.07,1.57,1.93,11.64,0.14,0.0,2.07,12.36,0.64,0.04,3.59,3.32
00-0035631,Drew Sample,TE,2024,CIN,11,3.21,0.04,0.01,0.06,1.82,2.0,9.91,0.09,0.09,3.09,7.36,0.82,0.43,3.32,
00-0035644,Noah Fant,TE,2019,DEN,16,1.12,0.14,0.14,0.31,2.5,4.12,35.12,0.19,0.06,31.44,20.62,1.44,-0.02,6.94,10.66
00-0035644,Noah Fant,TE,2020,DEN,14,1.08,0.17,0.12,0.35,4.43,6.64,48.07,0.21,0.0,44.71,26.93,2.43,0.83,10.66,9.94
00-0035644,Noah Fant,TE,2021,DEN,16,1.24,0.17,0.12,0.34,4.25,5.62,41.88,0.25,0.0,33.75,19.94,1.81,0.95,9.94,7.21
00-0035644,Noah Fant,TE,2022,SEA,17,1.2,0.11,0.09,0.24,2.94,3.71,28.59,0.24,0.0,23.88,13.0,1.41,1.12,7.21,4.89
00-0035644,Noah Fant,TE,2023,SEA,15,1.39,0.08,0.07,0.17,2.13,2.87,27.6,0.0,0.0,19.87,11.8,1.07,0.78,4.89,7.43
00-0035644,Noah Fant,TE,2024,SEA,14,1.47,0.11,0.08,0.23,3.43,4.57,35.71,0.07,0.0,24.21,19.79,1.79,0.47,7.43,
00-0035671,Jace Sternberger,TE,2020,GB,8,1.11,0.03,0.02,0.06,1.5,1.88,14.25,0.12,0.0,12.88,8.25,0.75,0.42,3.68,
00-0035689,Dawson Knox,TE,2019,BUF,15,0.85,0.1,0.1,0.22,1.87,3.33,25.87,0.13,0.0,30.33,9.6,1.0,0.52,5.31,6.07
00-0035689,Dawson Knox,TE,2020,BUF,11,0.8,0.08,0.07,0.16,2.18,4.0,26.18,0.27,0.18,32.73,14.55,1.27,-0.02,6.07,10.94
00-0035689,Dawson Knox,TE,2021,BUF,15,1.12,0.11,0.1,0.24,3.27,4.73,39.13,0.6,0.0,34.93,18.47,2.07,2.21,10.94,9.05
00-0035689,Dawson Knox,TE,2022,BUF,15,1.02,0.12,0.1,0.24,3.2,4.33,34.47,0.4,0.0,33.8,12.87,1.67,1.36,9.05,5.46
00-0035689,Dawson Knox,TE,2023,BUF,10,0.74,0.07,0.05,0.13,2.2,3.6,18.6,0.2,0.0,25.3,9.6,1.3,-1.13,5.46,4.22
00-0035689,Dawson Knox,TE,2024,BUF,14,0.98,0.07,0.07,0.15,1.57,2.36,22.21,0.07,0.0,22.57,6.71,0.86,0.72,4.22,
00-0035771,Mitchell Wilcox,TE,2022,CIN,9,1.72,0.03,0.02,0.06,1.89,2.0,15.44,0.11,0.0,9.0,8.22,0.67,1.03,4.1,1.22
00-0035771,Mitchell Wilcox,TE,2023,CIN,12,4.67,0.02,0.0,0.03,0.75,1.0,4.67,0.0,0.0,1.0,4.0,0.17,0.02,1.22,
00-0035956,Giovanni Ricci,TE,2021,CAR,8,0.0,0.0,0.01,0.01,0.0,0.25,0.0,0.0,0.0,2.88,0.0,0.0,-0.12,0.0,1.64
00-0035956,Giovanni Ricci,TE,2022,CAR,11,1.82,0.02,0.02,0.04,0.73,0.82,9.09,0.0,0.0,5.0,4.73,0.27,0.34,1.64,
00-0036032,Sean McKeon,TE,2023,DAL,8,0.0,0.0,0.0,0.01,0.0,0.25,0.0,0.0,0.0,1.62,0.0,0.0,-0.81,0.0,
00-0036040,Juwan Johnson,TE,2021,NO,13,0.66,0.05,0.06,0.11,1.0,1.69,12.23,0.31,0.0,18.46,3.23,0.92,1.12,4.07,8.43
00-0036040,Juwan Johnson,TE,2022,NO,16,0.85,0.13,0.13,0.29,2.62,4.06,31.75,0.44,0.0,37.5,10.38,1.56,0.99,8.43,7.52
00-0036040,Juwan Johnson,TE,2023,NO,13,0.83,0.1,0.09,0.21,2.85,4.54,28.31,0.31,0.0,34.15,11.15,1.77,-0.35,7.52,8.19
00-0036040,Juwan Johnson,TE,2024,NO,15,1.0,0.13,0.12,0.28,3.33,4.4,36.53,0.2,0.13,36.47,14.13,1.8,1.12,8.19,
00-0036232,Harrison Bryant,TE,2020,CLE,12,0.81,0.08,0.07,0.17,2.0,3.17,19.83,0.25,0.17,24.5,9.75,1.17,-0.85,5.15,4.15
00-0036232,Harrison Bryant,TE,2021,CLE,15,0.9,0.06,0.06,0.13,1.4,1.87,15.53,0.2,0.0,17.2,5.27,0.93,0.75,4.15,4.41
00-0036232,Harrison Bryant,TE,2022,CLE,14,1.0,0.08,0.05,0.16,2.21,3.0,17.07,0.07,0.0,17.0,8.07,0.86,0.21,4.41,2.71
00-0036232,Harrison Bryant,TE,2023,CLE,14,1.0,0.03,0.02,0.06,0.93,1.43,5.79,0.21,0.0,5.79,2.5,0.29,-0.3,2.71,
00-0036244,Colby Parkinson,TE,2022,SEA,14,1.16,0.06,0.06,0.14,1.79,2.43,23.0,0.14,0.0,19.86,10.71,1.0,0.73,4.94,4.11
00-0036244,Colby Parkinson,TE,2023,SEA,15,1.13,0.06,0.05,0.13,1.67,2.27,16.47,0.13,0.0,14.53,5.73,0.73,0.56,4.11,4.09
00-0036244,Colby Parkinson,TE,2024,LA,16,1.12,0.09,0.06,0.18,1.88,3.06,18.38,0.06,0.0,16.44,10.0,0.94,0.2,4.09,
